Internet Service,Internet Service_Telco_customer_churn_services,Online Security,Online Security_Telco_customer_churn_services,Online Backup,Online Backup_Telco_customer_churn_services,Streaming TV,Streaming TV_Telco_customer_churn_services,Streaming Movies,Streaming Movies_Telco_customer_churn_services,Contract,Contract_Telco_customer_churn_services,Payment Method,Payment Method_Telco_customer_churn_services,Total Charges,Total Charges_Telco_customer_churn_services,Churn Reason,Churn Reason_Telco_customer_churn_status
DSL,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Two year,Two Year,Mailed check,Credit Card,2554,2554.0,,
DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,5589.45,5589.45,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,467.7,467.7,,
Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,3756.45,3756.45,,
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,3334.9,3334.9,,
DSL,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,920.5,920.5,,
DSL,Yes,No,No,Yes,Yes,No,No,No,No,One year,One Year,Credit card (automatic),Credit Card,3431.75,3431.75,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,150.35,150.35,,
Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,367.95,367.95,,
Fiber optic,Yes,Yes,Yes,Yes,Yes,No,No,No,No,One year,One Year,Bank transfer (automatic),Bank Withdrawal,5125.75,5125.75,,
DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One year,One Year,Mailed check,Credit Card,4801.1,4801.1,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,19.55,19.55,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Mailed check,Credit Card,550.1,550.1,,
Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,One Year,Electronic check,Bank Withdrawal,7862.25,7862.25,,
Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,1242.2,1242.2,,
Fiber optic,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,3190.65,3190.65,,
DSL,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,2666.75,2666.75,,
Fiber optic,Yes,No,No,No,No,No,No,No,No,Two year,Two Year,Credit card (automatic),Credit Card,3533.6,3533.6,,
DSL,Yes,Yes,Yes,No,No,Yes,Yes,No,No,One year,One Year,Credit card (automatic),Credit Card,792.15,792.15,,
DSL,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,295.65,295.65,,
DSL,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,1459.35,1459.35,,
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,4297.95,4297.95,,
DSL,Yes,Yes,Yes,No,No,No,No,Yes,Yes,One year,One Year,Mailed check,Credit Card,4096.9,4096.9,,
DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,3454.6,3454.6,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Mailed check,Credit Card,1286,1286.0,,
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,1387,1387.0,,
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,786.3,786.3,,
DSL,Yes,No,No,No,No,No,No,No,No,One year,One Year,Electronic check,Bank Withdrawal,641.25,641.25,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,705.45,705.45,,
DSL,Yes,No,No,No,No,No,No,No,No,One year,One Year,Mailed check,Credit Card,345.5,345.5,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,One year,One Year,Bank transfer (automatic),Bank Withdrawal,345.9,345.9,,
Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,One year,One Year,Bank transfer (automatic),Bank Withdrawal,5811.8,5811.8,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Mailed check,Credit Card,124.45,124.45,,
DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,1375.6,1375.6,,
DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,No,One year,One Year,Bank transfer (automatic),Bank Withdrawal,3491.55,3491.55,,
Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,7920.7,7920.7,,
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Two Year,Credit card (automatic),Credit Card,6640.7,6640.7,,
DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,718.1,718.1,,
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,320.4,320.4,,
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,1334.45,1334.45,,
DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,One Year,Bank transfer (automatic),Bank Withdrawal,3358.65,3358.65,,
Fiber optic,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,4764,4764.0,,
Fiber optic,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,5703,5703.0,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,One year,One Year,Mailed check,Credit Card,525.55,525.55,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Mailed check,Credit Card,483.15,483.15,,
DSL,Yes,No,No,No,No,Yes,Yes,Yes,Yes,One year,One Year,Electronic check,Bank Withdrawal,934.8,934.8,,
DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,786.5,786.5,,
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,5364.8,5364.8,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,20.3,20.3,,
DSL,Yes,Yes,Yes,No,No,No,No,No,No,Two year,Two Year,Mailed check,Credit Card,770.4,770.4,,
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,One Year,Bank transfer (automatic),Bank Withdrawal,6816.95,6816.95,,
DSL,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,2419.55,2419.55,,
DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,One Year,Electronic check,Bank Withdrawal,4138.7,4138.7,,
DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,3457.45,3457.45,,
Fiber optic,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Two year,Two Year,Mailed check,Credit Card,4630.2,4630.2,,
DSL,Yes,Yes,Yes,No,No,No,No,No,No,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,3221.25,3221.25,,
DSL,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,688.5,688.5,,
DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,867.1,867.1,,
DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Two Year,Electronic check,Bank Withdrawal,4746.05,4746.05,,
DSL,Yes,No,No,No,No,Yes,Yes,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,355.1,355.1,,
Fiber optic,Yes,No,No,Yes,Yes,No,No,Yes,Yes,One year,One Year,Electronic check,Bank Withdrawal,5764.7,5764.7,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Mailed check,Credit Card,428.45,428.45,,
DSL,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,1505.35,1505.35,,
DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,No,One year,One Year,Mailed check,Credit Card,693.45,693.45,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Mailed check,Credit Card,1177.95,1177.95,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Credit card (automatic),Credit Card,1458.1,1458.1,,
DSL,Yes,Yes,Yes,No,No,No,No,No,No,One year,One Year,Bank transfer (automatic),Bank Withdrawal,2298.9,2298.9,,
DSL,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,1679.65,1679.65,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,One year,One Year,Bank transfer (automatic),Bank Withdrawal,369.6,369.6,,
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,2998,2998.0,,
Fiber optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,One year,One Year,Mailed check,Credit Card,5206.55,5206.55,,
DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,24.4,24.4,,
DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,1959.5,1959.5,,
DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,One year,One Year,Electronic check,Bank Withdrawal,2053.05,2053.05,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Mailed check,Credit Card,398.55,398.55,,
DSL,Yes,Yes,Yes,No,No,No,No,No,No,One year,One Year,Credit card (automatic),Credit Card,3425.35,3425.35,,
DSL,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,1275.7,1275.7,,
DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Two year,Two Year,Electronic check,Bank Withdrawal,2965.75,2965.75,,
DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,1647,1647.0,,
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,One Year,Electronic check,Bank Withdrawal,6109.75,6109.75,,
DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,3751.15,3751.15,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,One year,One Year,Mailed check,Credit Card,411.25,411.25,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,One year,One Year,Credit card (automatic),Credit Card,105.5,105.5,,
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,3320.6,3320.6,,
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,5669.5,5669.5,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,One year,One Year,Mailed check,Credit Card,465.45,465.45,,
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,704.3,704.3,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,95.55,95.55,,
Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,6375.2,6375.2,,
Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Two Year,Credit card (automatic),Credit Card,8152.3,8152.3,,
Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,1566.75,1566.75,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Mailed check,Credit Card,130.25,130.25,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Mailed check,Credit Card,162.15,162.15,,
DSL,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,110.05,110.05,,
DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,No,One year,One Year,Mailed check,Credit Card,1885.15,1885.15,,
DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Two Year,Credit card (automatic),Credit Card,6302.85,6302.85,,
DSL,Yes,No,No,Yes,Yes,No,No,Yes,Yes,One year,One Year,Bank transfer (automatic),Bank Withdrawal,2264.5,2264.5,,
Fiber optic,Yes,No,No,No,No,Yes,Yes,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,816.8,816.8,,
DSL,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,1253.5,1253.5,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,41.2,41.2,,
DSL,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,5265.55,5265.55,,
DSL,Yes,Yes,Yes,No,No,No,No,Yes,Yes,One year,One Year,Credit card (automatic),Credit Card,693.3,693.3,,
DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Two year,Two Year,Credit card (automatic),Credit Card,5997.1,5997.1,,
DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,One Year,Credit card (automatic),Credit Card,3824.2,3824.2,,
DSL,Yes,No,No,Yes,Yes,Yes,Yes,No,No,One year,One Year,Mailed check,Credit Card,3886.05,3886.05,,
Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Two Year,Credit card (automatic),Credit Card,7283.25,7283.25,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,One year,One Year,Mailed check,Credit Card,412.55,412.55,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Credit card (automatic),Credit Card,1070.25,1070.25,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,One year,One Year,Mailed check,Credit Card,817.95,817.95,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Credit card (automatic),Credit Card,1171.3,1171.3,,
Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,6548.65,6548.65,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Mailed check,Credit Card,625.65,625.65,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Credit card (automatic),Credit Card,1911.5,1911.5,,
DSL,Yes,No,No,No,No,Yes,Yes,No,No,One year,One Year,Credit card (automatic),Credit Card,1507,1507.0,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,299.3,299.3,,
DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Two year,Two Year,Electronic check,Bank Withdrawal,5832.65,5832.65,,
DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,One year,One Year,Electronic check,Bank Withdrawal,5567.55,5567.55,,
DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two year,Two Year,Credit card (automatic),Credit Card,4166.35,4166.35,,
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Two Year,Credit card (automatic),Credit Card,7898.45,7898.45,,
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,3915.4,3915.4,,
DSL,Yes,No,No,No,No,Yes,Yes,No,No,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,979.5,979.5,,
DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,90.05,90.05,,
Fiber optic,Yes,No,No,No,No,Yes,Yes,No,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,398.55,398.55,,
DSL,Yes,Yes,Yes,No,No,Yes,Yes,No,No,One year,One Year,Bank transfer (automatic),Bank Withdrawal,1958.45,1958.45,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,63.15,63.15,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Credit card (automatic),Credit Card,1301.1,1301.1,,
DSL,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,484.05,484.05,,
DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,One Year,Credit card (automatic),Credit Card,3887.85,3887.85,,
Fiber optic,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,2208.75,2208.75,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,238.15,238.15,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Credit card (automatic),Credit Card,958.15,958.15,,
DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,3845.45,3845.45,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,One year,One Year,Mailed check,Credit Card,1267,1267.0,,
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,One Year,Mailed check,Credit Card,633.45,633.45,,
DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Two Year,Credit card (automatic),Credit Card,6129.65,6129.65,,
Fiber optic,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,1218.25,1218.25,,
DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,1405.3,1405.3,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,One year,One Year,Mailed check,Credit Card,533.9,533.9,,
DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,One year,One Year,Electronic check,Bank Withdrawal,676.15,676.15,,
DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,No,One year,One Year,Credit card (automatic),Credit Card,3804.4,3804.4,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Mailed check,Credit Card,1118.8,1118.8,,
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,One Year,Bank transfer (automatic),Bank Withdrawal,5236.4,5236.4,,
DSL,Yes,Yes,Yes,No,No,Yes,Yes,No,No,One year,One Year,Mailed check,Credit Card,1386.8,1386.8,,
DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Mailed check,Credit Card,1902,1902.0,,
Fiber optic,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,239.05,239.05,,
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,One year,One Year,Bank transfer (automatic),Bank Withdrawal,5673.7,5673.7,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,39.8,39.8,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,One year,One Year,Mailed check,Credit Card,997.75,997.75,,
DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Two year,Two Year,Credit card (automatic),Credit Card,5574.35,5574.35,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,406.05,406.05,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,138.85,138.85,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,123.65,123.65,,
DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,1801.1,1801.1,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Credit card (automatic),Credit Card,689,689.0,,
DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,790.7,790.7,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Mailed check,Credit Card,1618.2,1618.2,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Two year,Two Year,Mailed check,Credit Card,1173.35,1173.35,,
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,One year,One Year,Bank transfer (automatic),Bank Withdrawal,900.9,900.9,,
DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Two Year,Credit card (automatic),Credit Card,6719.9,6719.9,,
DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Two Year,Credit card (automatic),Credit Card,3784,3784.0,,
